	GPD_id	Source	GPD_VC	Size	Predicted_phage_taxon	Host_range_isolates	Host_range_taxon	Metagenomic_runs_detected	Continents_detected	Countries_detected	checkV_MIUViG	checkV_completion	checkV_viral_region	checkV_host_region	checkV_prophage	checkV_termini	Novel
29838	uvig_113287	Metagenome	5219	37985	Siphoviridae	GCF_000156635,GCA_003463505,GCA_003472575,GCA_003463425,GCA_003436025,GCF_001025155,GCA_003471295,GCA_003467905,GCA_003459475,GCA_003439655,GCA_003470125,GCA_003467755,GCA_003463455,GCA_003465135,GCA_003436955,GCA_003472545,GCA_003471415,GCA_003463265,GCA_003459865,GCA_003468555,GCA_003474015,GCA_003437995	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	ERR526017,ERR526018	Europe,Europe	Denmark,Denmark	High-quality	96.78	1-37985	-1	No	No	No
29875	uvig_113441	Metagenome	3003	10887	Siphoviridae	GCF_000185665	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	ERR589567,ERR526053,ERR912078,ERR525693,SRR413721,ERR525794,ERR526037,ERR688522,SRR4408170,SRR413567,SRR4408065,ERR1190900,ERR912044,ERR525793	Asia,Europe,Europe,Europe,Asia,Europe,Europe,Europe,Europe,NA,Europe,Asia,Europe,Europe	China,Denmark,United Kingdom,Denmark,China,Denmark,Denmark,Austria,Estonia,NA,Estonia,China,United Kingdom,Denmark	Genome-fragment	27.9	1-10887	-1	No	No	No
29930	uvig_113627	Metagenome	706	14282	Myoviridae	GCA_003461485,GCA_003463575,GCA_003462345,GCA_003461435,GCA_003461985	Firmicutes/Clostridia/Oscillospirales/DTU089/Ruminococcus_E/Ruminococcus_E bromii,Firmicutes/Clostridia/Oscillospirales/DTU089/Ruminococcus_E/Ruminococcus_E bromii,Firmicutes/Clostridia/Oscillospirales/DTU089/Ruminococcus_E/Ruminococcus_E bromii,Firmicutes/Clostridia/Oscillospirales/DTU089/Ruminococcus_E/Ruminococcus_E bromii,Firmicutes/Clostridia/Oscillospirales/DTU089/Ruminococcus_E/Ruminococcus_E bromii	-1	-1	-1	Genome-fragment	33.79	1-14282	-1	No	No	No
29940	uvig_113687	Metagenome	43907	37631	Siphoviridae	GCA_003468385,GCA_003469145,GCA_003472575,GCA_003462885,GCA_003464325,GCA_003462895,GCA_003472265,GCA_003457765,GCA_003472545,GCA_003471505,GCF_000154085	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	ERR525865	Europe	Denmark	High-quality	94.67	1-36098	36099-37631	Yes	No	Yes
29998	uvig_113878	Metagenome	704	74169	Siphoviridae	GCF_000147295,GCF_000147455,18048_1#44,20298_3#11,20287_6#8,15841_8#87,20298_3#6	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	ERR525769	Europe	Denmark	High-quality	98.03	35295-74169	1-35294	Yes	No	No
30005	uvig_113887	Metagenome	38050	18609	Podoviridae	GCA_003472405,GCA_003468385,GCA_003469145,GCA_003464325,GCA_003472265,GCA_003473205	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	ERR525769,SRR4408245	Europe,Europe	Denmark,Estonia	High-quality	100.0	1-18609	-1	No	516-bp-ITR	Yes
30075	uvig_114200	Metagenome	5977	35884	Myoviridae	GCA_003470375	Firmicutes/Negativicutes/Selenomonadales/Selenomonadaceae/Megamonas/Megamonas funiformis	ERR526076,ERR526077,ERR526078	Europe,Europe,Europe	Denmark,Denmark,Denmark	High-quality	100.0	1-35884	-1	No	55-bp-DTR	No
30103	uvig_114289	Metagenome	480	28100	Myoviridae	GCF_000174195,GCA_003470035	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans	ERR414290,ERR321495,ERR525716,ERR321554,SRR4408255,ERR525709,ERR525987,ERR525787,ERR209481,SRR5127591,ERR414347,SRR5127523,ERR525881,ERR321575	Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe	Denmark,Denmark,Denmark,Denmark,Russia,Denmark,Denmark,Denmark,Denmark,Netherlands,Denmark,Netherlands,Denmark,Denmark	Genome-fragment	59.7	1-28100	-1	No	No	No
30197	uvig_114672	Metagenome	7276	37764	Siphoviridae	GCA_003480165	Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/CAG-536/GCA_000434355.1	ERR525851	Europe	Denmark	High-quality	100.0	1-37764	-1	No	55-bp-DTR	Yes
30248	uvig_114870	Metagenome	39048	39725	Siphoviridae	GCA_003434265	Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus pasteurianus	SRR1825362,ERR525766,SRR1822319	Asia,Europe,Asia	Singapore,Denmark,Singapore	High-quality	100.0	1-39725	-1	No	No	Yes
30256	uvig_114900	Metagenome	50	12512	Siphoviridae	GCA_003457975,GCA_003472405,GCA_003473205,GCF_000261265	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	ERR525874,ERR525873	Europe,Europe	Denmark,Denmark	Genome-fragment	25.62	1-9603	9604-12512	Yes	No	No
30273	uvig_114940	Metagenome	8356	11867	Myoviridae	GCF_000164655,GCF_000164175	Firmicutes/Clostridia/Peptostreptococcales/Peptostreptococcaceae/Clostridioides/Clostridioides difficile_C,Firmicutes/Clostridia/Peptostreptococcales/Peptostreptococcaceae/Clostridioides/Clostridioides difficile_C	ERR526084	Europe	Denmark	Genome-fragment	22.66	1-11867	-1	No	No	No
30297	uvig_115009	Metagenome	39065	23982	Siphoviridae	GCA_003434205	Firmicutes/Bacilli/Lactobacillales/Lactobacillaceae/Lactobacillus_C/Lactobacillus_C paracasei	ERR525748	Europe	Denmark	Genome-fragment	61.37	1-23982	-1	No	No	Yes
30364	uvig_115207	Metagenome	592	19203	Siphoviridae	GCA_003465385,18048_1#77,GCA_003436185,GCA_003465065,GCA_003471505,GCA_003464925,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	ERR525933	Europe	Denmark	Genome-fragment	51.06	1-19203	-1	No	No	No
30372	uvig_115240	Metagenome	337	30102	Myoviridae	GCF_000144975	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Parasutterella/Parasutterella excrementihominis	ERR526008	Europe	Denmark	Genome-fragment	59.21	1-29253	29254-30102	Yes	No	No
30377	uvig_115269	Metagenome	51	41968	Siphoviridae	GCA_003472575,GCA_003473105,18048_1#77,GCA_003472265,GCA_003472545,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	ERR525840,ERR525843	Europe,Europe	Denmark,Denmark	Genome-fragment	88.14	8315-41968	1-8314	Yes	No	No
30381	uvig_115274	Metagenome	19143	21027	Siphoviridae	GCF_000169475	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus	ERR525840	Europe	Denmark	Genome-fragment	48.49	1519-21027	1-1518	Yes	No	Yes
30423	uvig_115404	Metagenome	175	27747	Siphoviridae	GCA_003472095,GCA_003467755,GCA_003463505,GCA_003463455,GCA_003436185,GCA_003463425,GCA_003471415,GCA_003463265,GCA_003436955,GCF_000154085,GCA_003459475	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR525688,ERR525693,ERR525699,ERR525779	Europe,Europe,Europe,Europe	Denmark,Denmark,Denmark,Denmark	Genome-fragment	69.94	1-27747	-1	No	No	No
30425	uvig_115406	Metagenome	51	23143	Siphoviridae	GCA_003472575,18048_1#77,GCA_003468555,GCA_003472545,GCF_000154085,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	ERR525693	Europe	Denmark	Genome-fragment	61.0	1-23143	-1	No	No	No
30453	uvig_115489	Metagenome	38899	15926	Podoviridae	GCA_003462885,GCA_003437175,GCA_003462895,GCA_003457765,GCA_003437435,18391_1#7	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium bifidum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	ERR526053,ERR526054,ERR526055,ERR526047	Europe,Europe,Europe,Europe	Denmark,Denmark,Denmark,Denmark	Genome-fragment	-1.0	1-15926	-1	No	No	Yes
30467	uvig_115551	Metagenome	704	23952	Siphoviridae	GCF_000159275,14672_4#3	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR649914,SRR649953,SRR726560,SRR653149,SRR651321,ERR525808,SRR651314,ERR525807,SRR649936	NA,NA,NA,NA,NA,Europe,NA,Europe,NA	NA,NA,NA,NA,NA,Denmark,NA,Denmark,NA	Genome-fragment	61.3	1-23952	-1	No	No	No
30471	uvig_115560	Metagenome	5932	31501	Siphoviridae	18048_1#38,15841_8#81,18048_1#44,20298_3#11,15841_8#87,20298_3#6,GCF_000148065	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	ERR525808	Europe	Denmark	Genome-fragment	70.22	1-31501	-1	No	No	Yes
30503	uvig_115637	Metagenome	115	54805	Myoviridae	GCF_000164195,GCF_000179095,GCF_000164275,GCF_000158415,GCF_000164335	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli	ERR525895	Europe	Denmark	Genome-fragment	52.61	1-54805	-1	No	No	No
30520	uvig_115701	Metagenome	51	44159	Siphoviridae	GCA_003471505,GCF_000154085,GCA_003436185	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B	ERR526053,ERR526054,ERR526055	Europe,Europe,Europe	Denmark,Denmark,Denmark	Genome-fragment	88.55	10542-44159	1-10541	Yes	No	No
30537	uvig_115756	Metagenome	12	45472	Myoviridae	12718_7#32	Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides/NA	-1	-1	-1	Genome-fragment	52.34	1-45472	-1	No	No	No
30621	uvig_116053	Metagenome	3212	15657	Podoviridae	GCA_003434075,13470_2#95,12718_7#51	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCF_000509105.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCF_000509105.1	ERR526033	Europe	Denmark	Genome-fragment	66.28	1-15657	-1	No	386-bp-ITR	Yes
30632	uvig_116087	Metagenome	360	37025	Myoviridae	GCA_003433995	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_B	ERR525915	Europe	Denmark	Genome-fragment	68.41	1-37025	-1	No	No	No
30646	uvig_116148	Metagenome	115	90463	Myoviridae	GCF_000164195,GCF_000179095,GCF_000164275,GCF_000158415,GCF_000164335	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli	ERR525761	Europe	Denmark	Genome-fragment	86.94	1-90463	-1	No	No	No
30649	uvig_116152	Metagenome	71	16611	Siphoviridae	GCA_003437995,GCA_003468265	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	ERR525761,ERR525760	Europe,Europe	Denmark,Denmark	Genome-fragment	43.66	1-16611	-1	No	No	No
30731	uvig_116441	Metagenome	39180	37083	Siphoviridae	GCF_000218465,GCF_000169475,GCA_003438585,GCA_003459705,GCA_003470265	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus	ERR525772,ERR526084,ERR526040,ERR526065	Europe,Europe,Europe,Europe	Denmark,Denmark,Denmark,Denmark	Genome-fragment	86.15	1-34631	34632-37083	Yes	No	Yes
30767	uvig_116543	Metagenome	2502	16287	Podoviridae	GCA_003437235	Actinobacteriota/Coriobacteriia/Coriobacteriales/Coriobacteriaceae/Collinsella/NA	ERR525975	Europe	Denmark	Genome-fragment	-1.0	1-16287	-1	No	No	Yes
30769	uvig_116546	Metagenome	39163	15719	Podoviridae	GCF_000156635,GCF_001025155	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum	ERR525975	Europe	Denmark	Genome-fragment	-1.0	1-15719	-1	No	No	Yes
30775	uvig_116577	Metagenome	128	15836	Siphoviridae	GCA_003466335,GCA_003472095,GCA_003467755,GCA_003463505,GCA_003472575,GCA_003463455,GCF_000156635,GCA_003467785,GCA_003474015,GCF_001025195,GCA_003463425,GCF_001025155,GCA_003467065,GCA_003463265,GCA_003472545,GCA_003471505,GCF_000771025,GCA_003459475	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium catenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium catenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR526021,ERR526020	Europe,Europe	Denmark,Denmark	High-quality	94.23	1-15836	-1	No	No	No
